drug_name,num_prescriber,total_cost
ULTRESA,2,69799.05
ERYTHROCIN LACTOBIONATE,3,69795.32
BUTISOL SODIUM,24,69254.0
VANISHPOINT,41,68851.86000000002
ACETIC ACID-ALUMINUM,54,68322.83
PRALUENT PEN,4,68066.54000000001
MYOBLOC,4,67145.65
VIBRAMYCIN,30,67036.76999999999
BLEPHAMIDE S.O.P.,36,66711.13
METHYLDOPA-HYDROCHLOROTHIAZIDE,81,65710.56999999999
ARNUITY ELLIPTA,21,65326.84999999999
TRUSOPT,53,65129.469999999994
ALCOHOL SWABS,1187,65122.84999999996
DUETACT,11,64786.48999999999
AGRYLIN,7,64727.939999999995
EPINEPHRINE,25,63749.34
QUILLIVANT XR,12,63468.92
VERELAN,19,62946.30999999999
HALDOL DECANOATE 100,17,62672.11000000001
CIPRO HC,18,62573.82
LOMOTIL,24,62216.25
PRAMOSONE,20,62186.740000000005
SOLU-CORTEF,62,62027.36
TOBI,1,61770.5
NADOLOL-BENDROFLUMETHIAZIDE,43,60983.03000000001
INDOCIN,8,60906.39
ALTABAX,14,60816.14999999999
AMNESTEEM,17,60812.35999999999
DEXTROSE 5%-0.9% NACL,129,60425.65000000001
VUSION,7,60313.8
ADALAT CC,66,60244.53
MENACTRA,19,59781.14
BIAXIN,11,59698.02
DETROL,21,59587.170000000006
DEMADEX,29,59490.01999999998
CEFTIN,6,59183.630000000005
FOSCAVIR,1,59130.22
MAXZIDE,45,58937.500000000015
VERELAN PM,22,58714.659999999996
VARIVAX VACCINE,9,58543.149999999994
BACTROBAN,17,58499.84999999999
AVIANE,272,58351.380000000005
VASERETIC,12,58327.17999999999
SAFETYGLIDE INSULIN SYRINGE,78,58123.36999999998
ZARAH,87,57542.02
TIMOPTIC,27,57231.68999999999
DERMACINRX SILAPAK,1,57005.19
DASETTA,221,56606.669999999984
DEPACON,1,55314.48
LINDANE,23,55307.37
ADVOCATE SYRINGES,67,55211.95000000003
PREPLUS,267,55041.60999999998
MONONESSA,276,54692.29000000004
CRESEMBA,1,54549.03
GILDESS,195,54463.140000000036
ORSYTHIA,247,53854.10999999998
PEGINTRON,2,53798.810000000005
MEFLOQUINE HCL,57,53716.76000000001
TYBOST,19,53135.490000000005
AZACTAM-ISO-OSMOTIC DEXTROSE,8,52520.5
LUZU,3,51944.219999999994
TRI-LINYAH,290,51936.820000000014
MILLIPRED,19,51736.590000000004
ERTACZO,6,51523.47
OLEPTRO ER,32,51429.399999999994
SOLTAMOX,6,51223.34
MENTAX,21,51037.450000000004
TIGAN,18,50923.1
TROPICAMIDE,86,50688.24999999999
DUTOPROL,28,50477.78000000001
SYNERCID,2,50457.11
ETIDRONATE DISODIUM,13,50349.06
SALICYLIC ACID,20,50214.100000000006
MICROGESTIN,190,49902.57000000002
LEVORA-28,204,49774.510000000024
PROPANTHELINE BROMIDE,61,49539.950000000004
VESTURA,78,49400.689999999995
ZITHROMAX,8,49066.450000000004
PHENOBARBITAL SODIUM,4,48869.64
SYEDA,80,47796.88
CARDURA XL,35,46935.58
PREDNICARBATE,30,46705.14000000001
TRIGLIDE,16,46301.009999999995
VANTAS,1,45810.32
GLUCOTROL,35,45246.99
PREFEST,33,45030.770000000004
IOPIDINE,10,44959.94
SINEMET 25-250,20,44503.03
ULTRA-THIN II,84,44487.62
TENIVAC,44,44237.83
DAYPRO,13,44062.82
AZURETTE,115,43610.70999999998
DUTASTERIDE-TAMSULOSIN,10,43595.04
ALDACTAZIDE,42,43486.619999999995
DEPO-MEDROL,122,43403.64000000001
CIPRO,16,43069.159999999996
CYCLOSERINE,3,42866.37
TENORETIC 50,17,42858.37
APEXICON E,5,42785.520000000004
PHENYLEPHRINE HCL,50,42601.76
DROXIA,69,42481.44
LOTENSIN,45,42171.96
KARIVA,102,42029.06000000001
CLINDAMYCIN PHOS-BENZOYL PEROX,19,41941.05
PYRAZINAMIDE,24,41840.38
RECLIPSEN,179,41741.04999999998
MALATHION,10,41409.4
HALCION,22,41310.70999999999
METAPROTERENOL SULFATE,49,41102.51
EXELDERM,11,40911.64000000001
ZOMETA,3,40727.65
ADVOCATE PEN NEEDLES,54,40542.43999999999
ROBAXIN-750,11,40486.69
PHENOXYBENZAMINE HCL,1,40346.73
DIANEAL WITH 1.5% DEXTROSE,2,40339.91
SYNERA,4,39956.100000000006
CAMILA,162,39149.12999999999
ROWASA,2,39115.61
NORA-BE,152,39078.86
MENOMUNE-A-C-Y-W-135,11,39067.22
POTASSIUM CHL-NORMAL SALINE,21,38585.03
AMIFOSTINE,1,38140.1
MAXZIDE-25 MG,63,38120.030000000006
BICNU,1,37983.28
HEALTHY ACCENTS UNIFINE PENTIP,89,37947.45000000001
PREVIFEM,207,37770.65000000003
ENPRESSE,150,37763.54000000002
SODIUM CITRATE & CITRIC ACID,57,37741.169999999984
K-PHOS ORIGINAL,86,37574.12999999999
ASMANEX HFA,10,37567.880000000005
DILATRATE-SR,18,37487.45
MAGNESIUM SULFATE,88,37387.73999999999
MONO-LINYAH,208,37303.939999999995
MEDROL,50,36534.85999999999
NEOSPORIN G.U. IRRIGANT,15,36506.85
ONMEL,2,36455.520000000004
PREVIDENT 5000,166,36421.97
VOL-PLUS,146,36380.029999999984
LEVAQUIN,7,36362.759999999995
BELLADONNA-OPIUM,4,36176.89
NORPACE,9,35415.08
OGESTREL,72,35392.03999999999
MINOCIN,3,35310.38
ANGELIQ,23,35229.87
AZULFIDINE,19,35036.11
ZYLOPRIM,25,35009.869999999995
VIORELE,94,34718.940000000024
ESGIC,15,34687.479999999996
CHLORPROPAMIDE,35,34320.91999999999
SF,270,34268.36999999999
1ST TIER UNIFINE PENTIPS,88,34149.78999999999
CHLOROQUINE PHOSPHATE,45,34093.67
LUTERA,168,33743.25000000001
CALCIUM GLUCONATE,13,33696.28999999999
MEFENAMIC ACID,4,33266.770000000004
LEUPROLIDE ACETATE,3,33264.14
COLAZAL,4,33186.35
ZENATANE,6,33107.18
LIDOCAINE-HYDROCORTISONE,10,32884.92
PORTIA,129,32866.310000000005
FML,16,32836.64
AVELOX,7,32660.89
LOFIBRA,18,32609.079999999994
CIPROFLOXACIN-D5W,39,32591.380000000005
QUINIDINE SULFATE,139,32590.680000000004
NP THYROID,124,32541.01999999999
XODOL 10-300,4,32526.07
RAZADYNE ER,8,32276.549999999996
ALBUMIN (HUMAN),1,32253.94
PROCHLORPERAZINE EDISYLATE,7,32215.809999999998
FLAREX,29,32214.950000000004
SECTRAL,12,32156.78
LEVALBUTEROL CONCENTRATE,9,31767.02
LIVIXIL PAK,1,31430.69
TRIVORA-28,128,31284.719999999998
ERY,31,30408.210000000006
PREVIDENT 5000 SENSITIVE,150,30260.74
RELION PEN NEEDLES,108,29892.519999999975
CHEMET,1,29808.27
TRANDOLAPRIL-VERAPAMIL ER,17,29625.4
ALYACEN,108,29575.970000000005
COLESTID,13,29196.64
DESFERAL MESYLATE,3,29113.89
NORGESTIMATE-ETHINYL ESTRADIOL,156,28738.43999999999
RHEUMATREX,7,28730.32
CANTIL,10,28514.41
ALOMIDE,12,28473.16
BALZIVA,86,28210.000000000007
METHADONE INTENSOL,41,27965.519999999997
AK-POLY-BAC,73,27491.430000000008
CORDARONE,13,27354.500000000004
TYLENOL-CODEINE NO.3,24,27303.93
SALAGEN,11,27122.079999999998
PREVIDENT 5000 PLUS,118,27060.550000000003
NATACYN,7,26931.38
MINOCYCLINE HCL ER,6,26916.91
KELNOR 1-35,94,26916.58000000001
PAPAVERINE HCL,30,26592.859999999997
JOLIVETTE,115,26456.700000000008
EASY TOUCH INSULIN SAFETY,30,26054.849999999988
ZERIT,5,25949.41
PLETAL,19,25924.29
AMETHYST,46,25853.24
DESONATE,4,25746.089999999997
ASSURE ID INSULIN SAFETY,40,25544.250000000007
HIPREX,13,25527.120000000003
FLUMAZENIL,30,25369.98
VITEKTA,2,25183.07
CYTOTEC,4,25180.51
ENGERIX-B ADULT,21,24866.72
PODOFILOX,21,24856.37
FOCALIN,15,24831.999999999996
TAZICEF,13,24825.02
BEYAZ,15,24807.69
ELINEST,97,24722.070000000003
CESAMET,1,24623.76
CEFEPIME-DEXTROSE,15,24607.370000000003
EASY TOUCH INSULIN SYRINGE,81,24598.03
DOBUTAMINE HCL,13,24518.33
SODIUM SULFACETAMIDE-SULFUR,9,24281.98
REGLAN,9,24086.920000000002
LEVONORGESTREL-ETH ESTRADIOL,122,24056.929999999993
FALMINA,118,23969.699999999997
ALBUTEIN,4,23921.48
BENTYL,18,23873.78
VALPROATE SODIUM,4,23725.93
CLODERM,4,23475.84
ERRIN,117,23303.140000000014
ZOVIA 1-35E,84,23201.910000000007
GRASTEK,6,23188.85
AVEED,2,22992.27
YASMIN 28,19,22837.47
TAPAZOLE,20,22814.38
RECLAST,1,22585.11
DIFFERIN,7,22576.68
YAZ,18,22439.559999999998
CAPECITABINE,1,22417.14
VISTARIL,6,22156.91
TRI-LEGEST FE,36,21874.169999999995
ERYGEL,5,21757.75
HYDREA,21,21606.72
QUALAQUIN,7,21585.63
DANTRIUM,11,21536.369999999995
X-VIATE,32,21497.49
STRIANT,4,21446.27
CIPROFLOXACIN ER,10,21399.839999999997
PRIMAXIN,8,21313.07
PRED-G,6,21306.74
LARIN FE,89,21049.440000000002
DROSPIRENONE-ETHINYL ESTRADIOL,31,20988.859999999997
LOPRESSOR,6,20925.69
K EFFERVESCENT,59,20838.479999999996
LOCOID,2,20830.79
GENERESS FE,15,20678.9
LOCOID LIPOCREAM,2,20570.13
COLYTE WITH FLAVOR PACKS,26,20567.749999999996
ACULAR,6,20430.45
NULYTELY WITH FLAVOR PACKS,18,20405.58
PROCTO-PAK,41,20349.43
TOLBUTAMIDE,24,20080.279999999995
FLUCONAZOLE-NACL,28,20009.630000000005
DEXTROSE 5%-0.45% NACL-KCL,38,19686.080000000005
ELESTAT,7,19674.09
EPANED,4,19610.520000000004
DEXTROSE IN LACTATED RINGERS,20,19492.0
ZENCHENT,57,19388.339999999993
EPIDUO,6,19355.97
DELESTROGEN,4,19280.89
DENTAGEL,151,19152.549999999992
MENVEO A-C-Y-W-135-DIP,6,19104.5
NAFCILLIN,2,19020.23
AMINOSYN II,13,18746.19
DIABETA,9,18667.08
RETIN-A MICRO PUMP,2,18617.47
NATAZIA,12,18575.670000000002
PAMIDRONATE DISODIUM,21,18545.119999999995
DORYX,2,18470.52
DEXPAK,7,18464.21
URIN D.S.,62,18447.31
VANDAZOLE,17,18407.57
AMICAR,1,18195.0
FORTAZ IN ISO-OSMOTIC DEXTROSE,4,18129.22
STREPTOMYCIN SULFATE,6,18043.07
TILIA FE,34,18028.219999999998
BENZACLIN,3,17842.99
SARAFEM,4,17827.56
HEATHER,75,17500.130000000005
CYSTAGON,5,17443.120000000003
PIMTREA,45,17395.830000000005
PONSTEL,1,17243.93
VICOPROFEN,5,17233.800000000003
PAROMOMYCIN SULFATE,3,17026.45
ATROVENT,10,17013.28
ACANYA,3,16970.17
GIAZO,3,16906.84
SUCLEAR,13,16804.76
OMECLAMOX-PAK,1,16728.29
METHADOSE,23,16695.75
MINITRAN,10,16660.72
ALCOHOL SWAB,242,16646.42
KHEDEZLA,2,16636.34
NOVOFINE PLUS,22,16580.059999999994
NAFTIFINE HCL,5,16459.92
CEREBYX,1,16442.35
METOZOLV ODT,1,16408.07
ACULAR LS,7,16349.689999999999
XODOL 7.5-300,1,16339.24
ALMOTRIPTAN MALATE,3,16288.67
RENAL CAPS,34,16278.53
SKLICE,2,16188.89
PRENATAL VITAMIN PLUS LOW IRON,104,16134.510000000004
KLOR-CON-EF,41,16132.910000000002
DESOGESTREL-ETHINYL ESTRADIOL,78,16109.439999999997
PRIMSOL,4,16107.68
NEOMYCIN-BACITRACIN-POLY-HC,24,15822.980000000003
SFROWASA,1,15798.32
HEPATAMINE,2,15781.060000000001
SPRIX,1,15572.03
VOLTAREN-XR,4,15558.76
PAROEX,94,15548.269999999997
ATRALIN,3,15528.829999999998
SULFATRIM,16,15517.789999999997
ZIANA,2,15503.400000000001
ALPRAZOLAM INTENSOL,8,15263.669999999998
VELIVET,51,15195.37
SINEMET 10-100,9,15172.93
RETIN-A MICRO,3,15143.66
FELDENE,5,15116.13
MYORISAN,4,14912.56
METIPRANOLOL,27,14883.86
MYZILRA,59,14839.3
MEROPENEM-0.9% NACL,5,14564.79
NEOMYCIN-BACITRACIN-POLYMYXIN,27,14524.069999999996
SODIUM PHOSPHATE,5,14453.49
EXTINA,2,14410.41
COLOCORT,10,14384.729999999998
VINORELBINE TARTRATE,6,14379.859999999999
LEVONEST,62,14278.42
ZENCHENT FE,17,14247.400000000003
EMOQUETTE,63,14160.810000000001
ZOVIA 1-50E,46,14118.949999999999
FURADANTIN,1,14098.17
SURE-PREP ALCOHOL PREP PADS,32,14089.97
PERIOGARD,102,14025.24
PEG-3350 WITH FLAVOR PACKS,38,14013.069999999996
PENICILLIN GK-ISO-OSM DEXTROSE,2,13670.240000000002
VANCOMYCIN-D5W,29,13609.539999999997
SODIUM ACETATE,8,12980.609999999999
TEKAMLO,5,12847.98
HECORIA,4,12798.28
SRONYX,59,12723.849999999999
CALCITRENE,1,12614.55
CALAN,4,12534.03
MARLISSA,57,12504.31
LINEZOLID-0.9% NACL,4,12492.82
PROVERA,22,12281.729999999998
CLORPRES,10,12245.57
ANAPROX DS,2,12234.369999999999
TOLAZAMIDE,11,11997.18
RAZADYNE,4,11910.089999999998
MERREM,2,11783.22
ALTAVERA,53,11751.859999999999
PHENYTOIN SODIUM,4,11620.000000000002
NIKKI,19,11603.190000000002
SURE-JECT INSULIN SYRINGE,29,11583.600000000002
ZEBUTAL,7,11499.369999999999
CORTISPORIN-TC,6,11448.64
PENLAC,3,11415.75
XERESE,1,11302.18
QUASENSE,9,11273.110000000002
OMNIPRED,5,11051.19
POTASSIUM PHOSPHATE,6,11041.29
HALDOL DECANOATE 50,6,11014.48
MUSTARGEN,1,10845.55
EPIPEN JR 2-PAK,2,10840.27
VIROPTIC,1,10791.25
DEXAMETHASONE INTENSOL,7,10670.59
K-PHOS NEUTRAL,19,10560.47
GRIS-PEG,3,10481.26
TRIANEX,1,10417.68
BETAMETHASONE ACETATE-SOD PHOS,11,10408.11
NEUT,3,10360.67
CLINDAMYCIN PALMITATE HCL,4,10349.49
SHAROBEL,50,10285.459999999997
CEFTIBUTEN,3,10269.61
XOPENEX CONCENTRATE,2,10241.9
RENO CAPS,37,10226.429999999998
NORETHINDRON-ETHINYL ESTRADIOL,38,10215.38
POLYCIN,35,10044.899999999996
TRELSTAR DEPOT,1,9954.36
URIBEL,4,9809.589999999998
MAVIK,11,9735.730000000001
CISPLATIN,14,9644.559999999998
DERMASORB TA,1,9576.44
CRINONE,5,9572.15
LOMEDIA 24 FE,11,9414.25
OLUX-E,1,9411.48
CARISOPRODOL-ASPIRIN-CODEINE,3,9405.279999999999
LEVULAN,2,9394.2
ALDARA,1,9327.98
VFEND IV,4,9299.63
PROCARDIA,3,9243.09
MINI ULTRA-THIN II,24,9224.34
GENTAMICIN SULFATE IN NS,28,9115.66
ISOPTO CARPINE,8,9090.58
ENSKYCE,59,9086.81
NABI-HB,1,9060.45
METHYLPHENIDATE SR,10,9056.75
MAXIDEX,7,8939.24
UNASYN,6,8841.23
CARISOPRODOL COMPOUND-CODEINE,3,8774.85
EPROSARTAN MESYLATE,8,8640.14
RIFAMATE,1,8599.0
PREVIDENT 5000 ENAMEL PROTECT,37,8426.109999999999
HYDROMET,14,8393.620000000003
POTASSIUM ACETATE,7,8365.8
ELOCON,6,8342.8
RIFADIN,1,8254.49
LOPROX,1,8212.86
INFUMORPH,1,8166.99
LEVETIRACETAM-NACL,2,8091.38
PENTAM 300,5,8029.15
PHENTOLAMINE MESYLATE,2,8010.4800000000005
ALCOHOL PREP SWABS,78,7967.280000000001
IXIARO,2,7956.85
MACROBID,2,7945.389999999999
LOMUSTINE,7,7895.370000000001
CEFAZOLIN,7,7886.31
OXACILLIN,2,7871.139999999999
STIMATE,1,7829.94
SE-NATAL 19,26,7817.97
LACLOTION,23,7729.24
GAVILYTE-H AND BISACODYL,9,7534.879999999999
CORZIDE,4,7520.759999999999
ARANELLE,21,7448.719999999999
QUESTRAN,4,7408.05
CYCLOGYL,6,7380.82
UREA,4,7272.11
ALCOHOL WIPES,44,7256.96
DOXORUBICIN HCL,6,7201.76
SULFAMYLON,5,7182.34
ORTHO TRI-CYCLEN,14,7103.29
CLEOCIN PHOSPHATE,5,7047.55
FLAGYL,1,7010.52
LOPID,3,6984.780000000001
ZITHRANOL,1,6950.72
WYMZYA FE,9,6895.76
VIBATIV,1,6884.31
MICROZIDE,14,6863.080000000001
ZEBETA,3,6814.9
EFFER-K,31,6795.169999999999
METROCREAM,1,6673.38
IBUDONE,5,6609.3099999999995
GLYNASE,4,6609.05
UROGESIC-BLUE,4,6525.400000000001
TENORETIC 100,5,6518.21
REA LO 40,4,6497.6900000000005
LESSINA,32,6473.719999999999
SELECT-OB + DHA,3,6473.580000000001
RABAVERT,1,6444.03
FLONASE,5,6437.549999999999
SILVADENE,9,6388.429999999999
COLY-MYCIN S,10,6387.35
MYAMBUTOL,8,6363.580000000001
FOSCARNET SODIUM,2,6363.370000000001
PROMETHAZINE-CODEINE,40,6352.0
GILDAGIA,19,6324.040000000001
CEFAZOLIN SODIUM-DEXTROSE,13,6296.57
FLUDARABINE PHOSPHATE,1,6270.58
POTASSIUM CITRATE-CITRIC ACID,5,6199.66
VITAFOL-OB+DHA,5,6154.95
NORETHIN-ETH ESTRA FERROUS FUM,22,6134.69
SYNALGOS-DC,4,6027.42
RAGWITEK,2,6018.72
PERSANTINE,4,6009.4400000000005
DOLOPHINE HCL,3,5967.63
AVELOX IV,4,5884.35
IPOL,9,5874.45
AMINO ACIDS,6,5674.74
PRECOSE,4,5657.679999999999
MAGNESIUM SULFATE-D5W,3,5637.26
NITROMIST,1,5616.21
AMOX TR-POTASSIUM CLAVULANATE,20,5533.7300000000005
DEBLITANE,25,5515.86
OMNIPOD,1,5512.0
SYNJARDY,1,5486.17
AUTOSHIELD PEN NEEDLE,8,5452.98
XYLOCAINE-MPF,23,5361.920000000001
COLYTE WITH FLAVOR PACKETS,14,5321.95
CLINDAMYCIN PHOSPHATE-D5W,6,5321.459999999999
PREGNYL,2,5289.22
SODIUM SULFACETAMIDE,5,5280.209999999999
LOTRISONE,3,5162.280000000001
LOESTRIN FE,4,5104.75
CITRANATAL 90 DHA,4,4945.3
DEXTROSE 5%-1/2NS-KCL,6,4937.68
PCE,1,4926.74
ZITHROMAX TRI-PAK,1,4913.64
EC-NAPROSYN,3,4864.6900000000005
VITAFOL-ONE,3,4840.41
FLEXBUMIN,1,4808.53
ASPIRIN-CAFFEINE-DIHYDROCODEIN,2,4780.26
MEGACE,3,4765.8
REPREXAIN,1,4762.35
IMOVAX RABIES VACCINE,1,4750.35
PIRMELLA,39,4697.93
PRENATE DHA,3,4674.1900000000005
MIRCETTE,3,4650.81
QNASL CHILDREN,1,4619.69
NEO-SYNALAR,1,4616.56
DIHYDROCODEIN-ACETAMINOPH-CAFF,1,4592.97
PROPARACAINE HCL,5,4589.08
KURVELO,37,4561.469999999999
ADRUCIL,5,4497.22
HYDROCODONE-CHLORPHENIRAMNE ER,3,4425.08
CONDYLOX,1,4411.16
MITOXANTRONE HCL,1,4397.49
BROMFED DM,1,4385.8
LUVOX CR,1,4352.46
ORTHO MICRONOR,8,4337.66
ORTHO-NOVUM,7,4229.77
PNV-DHA,7,4214.66
K-PHOS NO.2,5,4207.39
POTASSIUM BICARBONATE,27,4203.259999999999
BRIELLYN,12,4149.38
CAZIANT,14,4147.11
TETANUS TOXOID ADSORBED,5,4095.4400000000005
DEXTROSE 5%-0.2% NACL,4,4070.8100000000004
NAPROSYN,2,4059.05
KETEK,1,4023.94
ACCURETIC,4,3962.6899999999996
BETAGAN,5,3953.7599999999998
ROBINUL FORTE,1,3904.87
PHILITH,12,3883.6
AMTURNIDE,2,3880.58
ALPROSTADIL,1,3873.91
CYTRA-K,2,3754.04
DESOGESTR-ETH ESTRAD ETH ESTRA,8,3743.0899999999997
ROSADAN,2,3718.4
UMECTA,1,3700.94
CARNITOR SF,2,3660.5699999999997
NIZORAL,5,3638.9800000000005
SURE-FINE PEN NEEDLES,8,3591.1899999999996
USTELL,2,3580.15
DIASTAT,1,3563.93
WERA,13,3538.6800000000003
PRIMAQUINE,3,3514.03
CLEOCIN,1,3502.62
WEBCOL,50,3500.810000000001
URELLE,1,3445.05
INFANRIX DTAP,6,3431.89
MAXIPIME,6,3419.6200000000003
ROCEPHIN,3,3417.4800000000005
VIRT-PN DHA,5,3397.8999999999996
RELENZA,3,3386.2
MARGESIC,3,3369.33
LEENA,11,3367.5299999999997
ETOPOSIDE,5,3331.67
TERAZOL 7,4,3325.6400000000003
DEXTROSE 5%-NS-KCL,4,3253.26
PRODIGY INSULIN SYRINGE,12,3221.5000000000005
PRIFTIN,4,3197.31
DESVENLAFAXINE FUMARATE ER,2,3189.7
CAPACET,7,3132.4300000000003
PRENATE MINI,2,3124.27
ACYCLOVIR SODIUM,3,3068.34
JENCYCLA,25,3068.13
KABIVEN,1,3030.32
SODIUM THIOSULFATE,1,2954.89
QUESTRAN LIGHT,1,2951.82
1ST TIER UNIFINE PENTIPS PLUS,9,2900.58
ZMAX,1,2899.61
TRICITRATES,5,2883.64
XYLON 10,1,2862.85
ALKERAN,1,2840.58
ULTILET INSULIN SYRINGE,12,2818.0999999999995
UTIRA-C,1,2736.69
DIPROLENE,1,2702.49
PARAFON FORTE DSC,1,2694.51
TPN ELECTROLYTES,2,2674.9
VIDEX,1,2634.2
EMLA,2,2586.71
LARIN,10,2578.1999999999994
NOVAREL,1,2572.47
ACETASOL HC,2,2561.9700000000003
FLUVASTATIN ER,1,2556.45
CEFIXIME,1,2554.36
PROMETHAZINE-DM,27,2500.06
SE-TAN DHA,3,2462.66
ORACIT,7,2446.77
ANTIPYRINE-BENZOCAINE,11,2439.1699999999996
KLOR-CON SPRINKLE,5,2418.5299999999997
VITAMEDMD ONE RX,2,2417.07
PREDNISONE INTENSOL,1,2342.69
CENTANY AT,1,2317.1
RELNATE DHA,1,2295.84
HYDROCODONE-HOMATROPINE MBR,6,2294.4800000000005
POTASSIUM CHLORIDE-NACL,4,2284.04
VITAFOL ULTRA,2,2265.99
HYOSCYAMINE SULFATE ER,3,2263.96
BELVIQ,1,2249.68
TEXACORT,1,2232.7
DIPROLENE AF,1,2213.95
FLUCONAZOLE IN DEXTROSE,2,2202.36
MULTIVITAMIN WITH FLUORIDE,13,2179.13
TRICARE,6,2175.8
TENCON,4,2172.2999999999997
TERUMO INSULIN SYRINGE,11,2155.45
HOMATROPAIRE,4,2152.7799999999997
TRIPHROCAPS,7,2135.06
GYNAZOLE 1,2,2110.7
MESNEX,1,2104.07
ZATEAN-PN PLUS,3,2101.14
BACTRIM DS,1,2069.99
BUPROBAN,5,2062.0499999999997
LEVSIN,1,2053.74
CURITY ALCOHOL PREPS,40,2033.3
ANTABUSE,1,2019.6
OXYCODONE HCL-IBUPROFEN,2,2017.21
MINIPRESS,2,2013.51
PROGESTERONE IN OIL,2,1998.9899999999998
CELESTONE,1,1986.25
PNV-SELECT,2,1978.83
JOLESSA,2,1970.3400000000001
AYGESTIN,2,1968.6100000000001
CEDAX,1,1954.65
NEPHRO-VITE RX,6,1929.41
TROPHAMINE,1,1885.11
OB COMPLETE PETITE,1,1883.7
OB COMPLETE,2,1788.14
CARISOPRODOL-ASPIRIN,1,1781.09
OB COMPLETE ONE,1,1780.63
CLEOCIN T,1,1760.41
ESTROSTEP FE,1,1757.21
CITRANATAL DHA,2,1747.92
PRENATE ELITE,1,1728.01
METRO IV,4,1722.49
MAXITROL,1,1713.9
RECOMBIVAX HB,2,1701.57
HYOSYNE,2,1694.8300000000002
TOLAK,1,1688.63
LUDENT FLUORIDE,16,1685.6100000000001
BD INSULIN SYRINGE MICRO-FINE,6,1657.46
KENALOG-10,3,1656.61
SAFYRAL,1,1654.54
NEBUPENT,1,1627.58
TOPCARE ULTRA COMFORT,9,1584.48
DERMATOP,1,1582.05
NATELLE ONE,1,1580.83
TICLOPIDINE HCL,2,1543.86
NOR-Q-D,2,1512.3400000000001
VOL-NATE,8,1512.3400000000001
BUPIVACAINE HCL,5,1512.1299999999999
BACIIM,1,1486.23
CLINDAMYCIN PEDIATRIC,1,1454.28
ORTHO-CYCLEN,3,1440.0500000000002
DILT-CD,6,1421.88
VITAMEDMD PLUS RX,1,1415.54
PHOSLO,1,1409.76
VOL-CARE RX,5,1406.16
NEPHRON FA,3,1391.5700000000002
VYFEMLA,3,1388.17
PRENATE ENHANCE,1,1378.94
NEPHROCAPS,1,1368.48
INSUMED,3,1360.8999999999999
VIRT-CAPS,4,1347.22
PRENATE CHEWABLE,1,1339.59
NEXA PLUS,1,1338.49
VIRT-PN PLUS,2,1334.74
PRENATE AM,1,1329.11
FLUORIDE,10,1311.99
DRITHOCREME HP,1,1299.98
FEMCON FE,1,1297.93
DILTZAC ER,4,1261.69
CAMPRAL,1,1253.89
PRENAISSANCE PLUS,2,1202.01
PROCALAMINE,1,1171.97
THINPRO INSULIN SYRINGE,5,1159.37
ANASPAZ,5,1137.74
ROXICET,4,1102.96
REMEVEN,2,1046.53
DIETHYLPROPION HCL ER,1,1040.44
NESTABS DHA,1,1036.39
TARON-C DHA,3,1034.2
VINCRISTINE SULFATE,5,1005.92
DILAUDID-HP,1,1000.33
CLINPRO 5000,7,998.29
HEPARIN SODIUM-D5W,1,975.0
CLINDESSE,1,960.65
CONCEPT DHA,3,950.5899999999999
EPIFOAM,1,944.71
SYMAX-SR,1,936.04
PIMOZIDE,1,924.17
B-D SINGLE USE ALCOHOL SWAB,11,921.3700000000001
XYLOCAINE,1,915.29
ELITE-OB,2,892.11
CAMRESE,1,882.11
TOPOSAR,2,880.6800000000001
DEXTROSE 5%-0.225% NACL,2,869.66
MAXI-COMFORT,4,864.43
NEPHPLEX RX,3,851.63
BETADINE,3,847.72
LINCOCIN,1,836.94
PREQUE 10,1,824.63
CEFOTAXIME SODIUM,1,817.16
POLYTRIM,1,798.68
AXONA,1,790.79
EXTRA-VIRT PLUS DHA,1,790.7
LEVSIN-SL,1,784.41
FREAMINE III,1,777.06
GLYDO,1,769.22
GUANIDINE HCL,1,768.34
NEO-POLYCIN HC,1,750.55
DEPLIN-ALGAL OIL,1,743.02
ISOPTO ATROPINE,1,738.36
RENA-VITE RX,3,728.97
GILDESS 24 FE,1,702.31
CAREFINE PEN NEEDLE,4,689.8399999999999
LOTENSIN HCT,1,670.12
PHENERGAN,1,652.43
TRINATAL RX 1,6,649.71
TETRACAINE HCL,2,646.93
VIRT-PN,1,627.77
BSS,3,618.36
C-NATE DHA,1,613.98
FOLIVANE-OB,2,594.1500000000001
SELECT-OB,1,558.77
FOLCAL DHA,1,541.77
FLUORIDEX DAILY DEFENSE,2,535.48
ZATEAN-PN,1,522.52
PHENDIMETRAZINE TARTRATE,1,522.45
TRINATAL GT,4,501.3
MARCAINE,3,498.74
DOPAMINE HCL,1,495.38
PRENATABS FA,2,491.37
KERALYT,1,464.12
HYDROCODONE BT-HOMATROPINE MBR,1,456.57
OSCIMIN SL,1,453.29
HEPARIN SODIUM IN 0.45% NACL,1,432.52
VITAFOL-OB,1,419.94
ULTIMATECARE ONE,1,401.88
CYTARABINE,2,385.58000000000004
SALACYN,1,385.55
ROBINUL,1,383.42
RESERPINE,1,369.19
PHENTERMINE HCL,3,365.41
STERILE PADS,3,362.75
MANNITOL,3,358.54
CLOMIPHENE CITRATE,1,306.47
BD INSULIN SYRINGE ULT-FINE II,1,302.87
ESTARYLLA,1,302.04
CHERATUSSIN AC,1,297.71
COMPLETE NATAL DHA,1,291.48
